device_id,reason,action_summary,action,type
149,Device failure reported,Checked,Maintenance,Service
325,Routine inspection,Checked,Maintenance,Service
304,Routine inspection,Checked,Maintenance,Service
276,Routine inspection,Checked,Maintenance,Service
357,Routine inspection,Checked,Maintenance,Service
451,Routine inspection,Checked,Maintenance,Service
172,Routine inspection,Checked,Maintenance,Service
417,Routine inspection,Checked,Maintenance,Service
201,Device failure reported,Checked,Maintenance,Service
445,Routine inspection,Checked,Maintenance,Service
393,Normal operation,Checked,Maintenance,Service
324,Routine inspection,Checked,Maintenance,Service
35,Device failure reported,Checked,Maintenance,Service
465,Device failure reported,Checked,Maintenance,Service
482,Routine inspection,Checked,Maintenance,Service
216,Routine inspection,Checked,Maintenance,Service
480,Device failure reported,Checked,Maintenance,Service
65,Routine inspection,Checked,Maintenance,Service
8,Normal operation,Checked,Maintenance,Service
301,Routine inspection,Checked,Maintenance,Service
343,Normal operation,Checked,Maintenance,Service
431,Routine inspection,Checked,Maintenance,Service
424,Device failure reported,Checked,Maintenance,Service
332,Device failure reported,Checked,Maintenance,Service
438,Device failure reported,Checked,Maintenance,Service
76,Routine inspection,Checked,Maintenance,Service
174,Device failure reported,Checked,Maintenance,Service
47,Routine inspection,Checked,Maintenance,Service
15,Device failure reported,Checked,Maintenance,Service
361,Routine inspection,Checked,Maintenance,Service
147,Normal operation,Checked,Maintenance,Service
26,Routine inspection,Checked,Maintenance,Service
308,Normal operation,Checked,Maintenance,Service
93,Normal operation,Checked,Maintenance,Service
406,Normal operation,Checked,Maintenance,Service
232,Routine inspection,Checked,Maintenance,Service
21,Routine inspection,Checked,Maintenance,Service
307,Normal operation,Checked,Maintenance,Service
38,Routine inspection,Checked,Maintenance,Service
276,Routine inspection,Checked,Maintenance,Service
157,Device failure reported,Checked,Maintenance,Service
179,Device failure reported,Checked,Maintenance,Service
132,Routine inspection,Checked,Maintenance,Service
311,Device failure reported,Checked,Maintenance,Service
455,Normal operation,Checked,Maintenance,Service
348,Routine inspection,Checked,Maintenance,Service
28,Normal operation,Checked,Maintenance,Service
260,Routine inspection,Checked,Maintenance,Service
406,Routine inspection,Checked,Maintenance,Service
76,Routine inspection,Checked,Maintenance,Service
429,Routine inspection,Checked,Maintenance,Service
67,Normal operation,Checked,Maintenance,Service
342,Routine inspection,Checked,Maintenance,Service
492,Routine inspection,Checked,Maintenance,Service
194,Routine inspection,Checked,Maintenance,Service
472,Routine inspection,Checked,Maintenance,Service
162,Routine inspection,Checked,Maintenance,Service
347,Routine inspection,Checked,Maintenance,Service
439,Routine inspection,Checked,Maintenance,Service
361,Normal operation,Checked,Maintenance,Service
257,Routine inspection,Checked,Maintenance,Service
72,Routine inspection,Checked,Maintenance,Service
87,Routine inspection,Checked,Maintenance,Service
422,Device failure reported,Checked,Maintenance,Service
262,Routine inspection,Checked,Maintenance,Service
214,Routine inspection,Checked,Maintenance,Service
153,Routine inspection,Checked,Maintenance,Service
210,Normal operation,Checked,Maintenance,Service
401,Routine inspection,Checked,Maintenance,Service
61,Device failure reported,Checked,Maintenance,Service
268,Routine inspection,Checked,Maintenance,Service
262,Routine inspection,Checked,Maintenance,Service
218,Device failure reported,Checked,Maintenance,Service
283,Routine inspection,Checked,Maintenance,Service
136,Normal operation,Checked,Maintenance,Service
467,Normal operation,Checked,Maintenance,Service
380,Normal operation,Checked,Maintenance,Service
362,Routine inspection,Checked,Maintenance,Service
449,Device failure reported,Checked,Maintenance,Service
441,Routine inspection,Checked,Maintenance,Service
93,Normal operation,Checked,Maintenance,Service
109,Device failure reported,Checked,Maintenance,Service
241,Normal operation,Checked,Maintenance,Service
355,Routine inspection,Checked,Maintenance,Service
424,Routine inspection,Checked,Maintenance,Service
142,Routine inspection,Checked,Maintenance,Service
291,Device failure reported,Checked,Maintenance,Service
432,Routine inspection,Checked,Maintenance,Service
237,Routine inspection,Checked,Maintenance,Service
340,Device failure reported,Checked,Maintenance,Service
312,Routine inspection,Checked,Maintenance,Service
177,Routine inspection,Checked,Maintenance,Service
141,Routine inspection,Checked,Maintenance,Service
189,Routine inspection,Checked,Maintenance,Service
486,Routine inspection,Checked,Maintenance,Service
49,Routine inspection,Checked,Maintenance,Service
302,Routine inspection,Checked,Maintenance,Service
369,Routine inspection,Checked,Maintenance,Service
190,Device failure reported,Checked,Maintenance,Service
136,Routine inspection,Checked,Maintenance,Service
43,Routine inspection,Checked,Maintenance,Service
404,Normal operation,Checked,Maintenance,Service
380,Routine inspection,Checked,Maintenance,Service
353,Routine inspection,Checked,Maintenance,Service
90,Device failure reported,Checked,Maintenance,Service
295,Normal operation,Checked,Maintenance,Service
341,Device failure reported,Checked,Maintenance,Service
245,Device failure reported,Checked,Maintenance,Service
433,Normal operation,Checked,Maintenance,Service
192,Routine inspection,Checked,Maintenance,Service
318,Normal operation,Checked,Maintenance,Service
106,Routine inspection,Checked,Maintenance,Service
363,Normal operation,Checked,Maintenance,Service
310,Routine inspection,Checked,Maintenance,Service
382,Routine inspection,Checked,Maintenance,Service
233,Routine inspection,Checked,Maintenance,Service
265,Device failure reported,Checked,Maintenance,Service
344,Routine inspection,Checked,Maintenance,Service
37,Normal operation,Checked,Maintenance,Service
305,Normal operation,Checked,Maintenance,Service
41,Routine inspection,Checked,Maintenance,Service
17,Normal operation,Checked,Maintenance,Service
344,Device failure reported,Checked,Maintenance,Service
277,Device failure reported,Checked,Maintenance,Service
307,Routine inspection,Checked,Maintenance,Service
59,Routine inspection,Checked,Maintenance,Service
423,Routine inspection,Checked,Maintenance,Service
183,Routine inspection,Checked,Maintenance,Service
41,Normal operation,Checked,Maintenance,Service
39,Routine inspection,Checked,Maintenance,Service
397,Normal operation,Checked,Maintenance,Service
192,Routine inspection,Checked,Maintenance,Service
267,Routine inspection,Checked,Maintenance,Service
494,Device failure reported,Checked,Maintenance,Service
147,Normal operation,Checked,Maintenance,Service
395,Routine inspection,Checked,Maintenance,Service
333,Routine inspection,Checked,Maintenance,Service
127,Routine inspection,Checked,Maintenance,Service
46,Routine inspection,Checked,Maintenance,Service
45,Routine inspection,Checked,Maintenance,Service
1,Routine inspection,Checked,Maintenance,Service
168,Routine inspection,Checked,Maintenance,Service
108,Device failure reported,Checked,Maintenance,Service
19,Routine inspection,Checked,Maintenance,Service
332,Routine inspection,Checked,Maintenance,Service
72,Routine inspection,Checked,Maintenance,Service
456,Device failure reported,Checked,Maintenance,Service
445,Normal operation,Checked,Maintenance,Service
109,Routine inspection,Checked,Maintenance,Service
268,Device failure reported,Checked,Maintenance,Service
445,Routine inspection,Checked,Maintenance,Service
240,Routine inspection,Checked,Maintenance,Service
417,Routine inspection,Checked,Maintenance,Service
301,Routine inspection,Checked,Maintenance,Service
90,Device failure reported,Checked,Maintenance,Service
103,Normal operation,Checked,Maintenance,Service
476,Routine inspection,Checked,Maintenance,Service
250,Device failure reported,Checked,Maintenance,Service
453,Routine inspection,Checked,Maintenance,Service
8,Routine inspection,Checked,Maintenance,Service
153,Routine inspection,Checked,Maintenance,Service
347,Routine inspection,Checked,Maintenance,Service
174,Routine inspection,Checked,Maintenance,Service
343,Routine inspection,Checked,Maintenance,Service
158,Routine inspection,Checked,Maintenance,Service
493,Routine inspection,Checked,Maintenance,Service
431,Device failure reported,Checked,Maintenance,Service
215,Routine inspection,Checked,Maintenance,Service
177,Normal operation,Checked,Maintenance,Service
175,Routine inspection,Checked,Maintenance,Service
340,Device failure reported,Checked,Maintenance,Service
338,Normal operation,Checked,Maintenance,Service
146,Device failure reported,Checked,Maintenance,Service
450,Routine inspection,Checked,Maintenance,Service
324,Device failure reported,Checked,Maintenance,Service
478,Routine inspection,Checked,Maintenance,Service
161,Routine inspection,Checked,Maintenance,Service
127,Routine inspection,Checked,Maintenance,Service
420,Routine inspection,Checked,Maintenance,Service
82,Routine inspection,Checked,Maintenance,Service
485,Normal operation,Checked,Maintenance,Service
147,Device failure reported,Checked,Maintenance,Service
239,Routine inspection,Checked,Maintenance,Service
412,Normal operation,Checked,Maintenance,Service
424,Routine inspection,Checked,Maintenance,Service
84,Normal operation,Checked,Maintenance,Service
113,Routine inspection,Checked,Maintenance,Service
225,Routine inspection,Checked,Maintenance,Service
332,Device failure reported,Checked,Maintenance,Service
378,Device failure reported,Checked,Maintenance,Service
243,Device failure reported,Checked,Maintenance,Service
143,Normal operation,Checked,Maintenance,Service
41,Device failure reported,Checked,Maintenance,Service
423,Device failure reported,Checked,Maintenance,Service
258,Normal operation,Checked,Maintenance,Service
447,Device failure reported,Checked,Maintenance,Service
285,Routine inspection,Checked,Maintenance,Service
105,Normal operation,Checked,Maintenance,Service
202,Routine inspection,Checked,Maintenance,Service
450,Device failure reported,Checked,Maintenance,Service
307,Normal operation,Checked,Maintenance,Service
331,Device failure reported,Checked,Maintenance,Service
461,Device failure reported,Checked,Maintenance,Service
266,Device failure reported,Checked,Maintenance,Service
398,Routine inspection,Checked,Maintenance,Service
210,Normal operation,Checked,Maintenance,Service
51,Routine inspection,Checked,Maintenance,Service
118,Routine inspection,Checked,Maintenance,Service
201,Routine inspection,Checked,Maintenance,Service
377,Routine inspection,Checked,Maintenance,Service
39,Routine inspection,Checked,Maintenance,Service
28,Normal operation,Checked,Maintenance,Service
259,Routine inspection,Checked,Maintenance,Service
84,Routine inspection,Checked,Maintenance,Service
454,Routine inspection,Checked,Maintenance,Service
155,Routine inspection,Checked,Maintenance,Service
117,Device failure reported,Checked,Maintenance,Service
2,Routine inspection,Checked,Maintenance,Service
93,Routine inspection,Checked,Maintenance,Service
166,Routine inspection,Checked,Maintenance,Service
387,Routine inspection,Checked,Maintenance,Service
400,Routine inspection,Checked,Maintenance,Service
350,Routine inspection,Checked,Maintenance,Service
296,Device failure reported,Checked,Maintenance,Service
258,Normal operation,Checked,Maintenance,Service
81,Routine inspection,Checked,Maintenance,Service
425,Normal operation,Checked,Maintenance,Service
268,Routine inspection,Checked,Maintenance,Service
419,Routine inspection,Checked,Maintenance,Service
235,Normal operation,Checked,Maintenance,Service
321,Routine inspection,Checked,Maintenance,Service
311,Normal operation,Checked,Maintenance,Service
301,Routine inspection,Checked,Maintenance,Service
463,Routine inspection,Checked,Maintenance,Service
474,Routine inspection,Checked,Maintenance,Service
357,Device failure reported,Checked,Maintenance,Service
213,Device failure reported,Checked,Maintenance,Service
62,Device failure reported,Checked,Maintenance,Service
49,Routine inspection,Checked,Maintenance,Service
127,Routine inspection,Checked,Maintenance,Service
223,Routine inspection,Checked,Maintenance,Service
409,Routine inspection,Checked,Maintenance,Service
279,Normal operation,Checked,Maintenance,Service
408,Routine inspection,Checked,Maintenance,Service
294,Normal operation,Checked,Maintenance,Service
284,Normal operation,Checked,Maintenance,Service
277,Routine inspection,Checked,Maintenance,Service
438,Device failure reported,Checked,Maintenance,Service
107,Routine inspection,Checked,Maintenance,Service
146,Routine inspection,Checked,Maintenance,Service
420,Routine inspection,Checked,Maintenance,Service
99,Routine inspection,Checked,Maintenance,Service
429,Routine inspection,Checked,Maintenance,Service
375,Routine inspection,Checked,Maintenance,Service
73,Routine inspection,Checked,Maintenance,Service
437,Routine inspection,Checked,Maintenance,Service
486,Device failure reported,Checked,Maintenance,Service
122,Device failure reported,Checked,Maintenance,Service
30,Routine inspection,Checked,Maintenance,Service
188,Routine inspection,Checked,Maintenance,Service
364,Device failure reported,Checked,Maintenance,Service
354,Routine inspection,Checked,Maintenance,Service
288,Device failure reported,Checked,Maintenance,Service
451,Routine inspection,Checked,Maintenance,Service
195,Routine inspection,Checked,Maintenance,Service
156,Routine inspection,Checked,Maintenance,Service
172,Routine inspection,Checked,Maintenance,Service
335,Device failure reported,Checked,Maintenance,Service
41,Routine inspection,Checked,Maintenance,Service
63,Device failure reported,Checked,Maintenance,Service
23,Normal operation,Checked,Maintenance,Service
360,Routine inspection,Checked,Maintenance,Service
75,Device failure reported,Checked,Maintenance,Service
48,Routine inspection,Checked,Maintenance,Service
160,Routine inspection,Checked,Maintenance,Service
313,Device failure reported,Checked,Maintenance,Service
118,Routine inspection,Checked,Maintenance,Service
100,Routine inspection,Checked,Maintenance,Service
380,Routine inspection,Checked,Maintenance,Service
417,Routine inspection,Checked,Maintenance,Service
408,Normal operation,Checked,Maintenance,Service
167,Normal operation,Checked,Maintenance,Service
290,Device failure reported,Checked,Maintenance,Service
440,Device failure reported,Checked,Maintenance,Service
156,Routine inspection,Checked,Maintenance,Service
421,Routine inspection,Checked,Maintenance,Service
7,Routine inspection,Checked,Maintenance,Service
196,Routine inspection,Checked,Maintenance,Service
421,Routine inspection,Checked,Maintenance,Service
56,Normal operation,Checked,Maintenance,Service
321,Routine inspection,Checked,Maintenance,Service
193,Routine inspection,Checked,Maintenance,Service
47,Routine inspection,Checked,Maintenance,Service
148,Device failure reported,Checked,Maintenance,Service
275,Device failure reported,Checked,Maintenance,Service
157,Routine inspection,Checked,Maintenance,Service
202,Routine inspection,Checked,Maintenance,Service
444,Normal operation,Checked,Maintenance,Service
402,Routine inspection,Checked,Maintenance,Service
476,Routine inspection,Checked,Maintenance,Service
419,Device failure reported,Checked,Maintenance,Service
427,Normal operation,Checked,Maintenance,Service
495,Routine inspection,Checked,Maintenance,Service
479,Device failure reported,Checked,Maintenance,Service
475,Normal operation,Checked,Maintenance,Service
126,Routine inspection,Checked,Maintenance,Service
395,Normal operation,Checked,Maintenance,Service
305,Device failure reported,Checked,Maintenance,Service
369,Device failure reported,Checked,Maintenance,Service
294,Device failure reported,Checked,Maintenance,Service
64,Routine inspection,Checked,Maintenance,Service
325,Routine inspection,Checked,Maintenance,Service
392,Routine inspection,Checked,Maintenance,Service
418,Routine inspection,Checked,Maintenance,Service
176,Routine inspection,Checked,Maintenance,Service
116,Normal operation,Checked,Maintenance,Service
440,Normal operation,Checked,Maintenance,Service
204,Device failure reported,Checked,Maintenance,Service
486,Normal operation,Checked,Maintenance,Service
321,Device failure reported,Checked,Maintenance,Service
31,Routine inspection,Checked,Maintenance,Service
388,Routine inspection,Checked,Maintenance,Service
113,Routine inspection,Checked,Maintenance,Service
365,Device failure reported,Checked,Maintenance,Service
434,Routine inspection,Checked,Maintenance,Service
325,Device failure reported,Checked,Maintenance,Service
414,Routine inspection,Checked,Maintenance,Service
376,Device failure reported,Checked,Maintenance,Service
344,Normal operation,Checked,Maintenance,Service
443,Device failure reported,Checked,Maintenance,Service
67,Normal operation,Checked,Maintenance,Service
75,Normal operation,Checked,Maintenance,Service
45,Normal operation,Checked,Maintenance,Service
260,Normal operation,Checked,Maintenance,Service
154,Normal operation,Checked,Maintenance,Service
155,Device failure reported,Checked,Maintenance,Service
430,Routine inspection,Checked,Maintenance,Service
363,Routine inspection,Checked,Maintenance,Service
448,Routine inspection,Checked,Maintenance,Service
475,Routine inspection,Checked,Maintenance,Service
234,Routine inspection,Checked,Maintenance,Service
51,Normal operation,Checked,Maintenance,Service
306,Normal operation,Checked,Maintenance,Service
262,Normal operation,Checked,Maintenance,Service
315,Routine inspection,Checked,Maintenance,Service
125,Routine inspection,Checked,Maintenance,Service
399,Routine inspection,Checked,Maintenance,Service
245,Routine inspection,Checked,Maintenance,Service
30,Routine inspection,Checked,Maintenance,Service
426,Routine inspection,Checked,Maintenance,Service
485,Normal operation,Checked,Maintenance,Service
122,Device failure reported,Checked,Maintenance,Service
125,Routine inspection,Checked,Maintenance,Service
37,Routine inspection,Checked,Maintenance,Service
170,Routine inspection,Checked,Maintenance,Service
124,Routine inspection,Checked,Maintenance,Service
357,Normal operation,Checked,Maintenance,Service
35,Routine inspection,Checked,Maintenance,Service
87,Routine inspection,Checked,Maintenance,Service
